FirstStructure__c;CreatedYear__c;CreatedDate__c;Type;Case_Theme_Area__c;Case_Topic_Service__c;Origin;Case_Alert_Police_Warning__c;Municipality_Category__c
MUNICIPIO II;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;URP;false;2
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE;Call Center;false;2
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
MUNICIPIO III;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;3
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;13
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;10
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
MUNICIPIO I;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;URP;false;
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;4
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;INSEDIAMENTO ABUSIVO;Call Center;false;14
AMA;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;12
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;10/03/2026;Reclamo;MOBILITA E TRASPORTI;FREQUENZA E ORARI;Call Center;false;
POLIZIA LOCALE (8° Gruppo TINTORETTO);2026;10/03/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZI ANAGRAFICI;Call Center;false;
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE;Call Center;false;7
DIPARTIMENTO INFRASTRUTTURE E LAVORI PUBBLICI;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;5
AMA;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;9
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;2
AMA;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;9
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;6
MUNICIPIO II;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Email To Case;false;2
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;13
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;9
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZI ANAGRAFICI;Call Center;false;
RAGIONERIA GENERALE;2026;10/03/2026;Segnalazione;TRIBUTI E CONTRAVVENZIONI;CONTRIBUTO DI SOGGIORNO;CDC;false;
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;3
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;3
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;AMBIENTE;RAMI PERICOLANTI E POTATURE ALBERI;Call Center;false;5
MUNICIPIO II;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Email To Case;false;2
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;9
CHIAMAROMA 060606;2026;10/03/2026;Reclamo;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;14
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;12
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;9
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE;Call Center;false;1
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;6
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;ANAGRAFE E SERVIZI CIVICI;SERVIZI FUNEBRI E CIMITERIALI;Call Center;false;
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;6
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;6
AMA;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;12
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
MUNICIPIO VI;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;6
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
MUNICIPIO II;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;URP;false;
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;13
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;12
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;7
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;MOBILITA E TRASPORTI;COMPORTAMENTO DEL PERSONALE;Call Center;false;
MUNICIPIO III;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;ALTRI SERVIZI OPERE E MANUTENZIONE;Email To Case;false;3
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;14
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
CHIAMAROMA 060606;2026;10/03/2026;Reclamo;SERVIZI MUNICIPALI;SERVIZI ANAGRAFICI;Call Center;false;
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;MOBILITA E TRASPORTI;MEZZI DI TRASPORTO, STRUTTURE E IMPIANTI;Call Center;false;
RISORSE PER ROMA;2026;10/03/2026;Segnalazione;CASA E URBANISTICA;SUE / SERVIZI UNIFICATI PER L'EDILIZIA;CDC;false;
DIPARTIMENTO TUTELA AMBIENTALE;2026;10/03/2026;Segnalazione;AMBIENTE;AREE VERDI E PARCHI PUBBLICI;URP;false;7
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;6
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
RAGIONERIA GENERALE;2026;10/03/2026;Segnalazione;TRIBUTI E CONTRAVVENZIONI;CONTRIBUTO DI SOGGIORNO;CDC;false;
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;8
CHIAMAROMA 060606;2026;10/03/2026;Reclamo;GESTIONE RIFIUTI E PULIZIA URBANA;RICICLACASA ABITAZIONI (A PAGAMENTO);Call Center;false;
CHIAMAROMA 060606;2026;10/03/2026;Reclamo;MOBILITA E TRASPORTI;MEZZI DI TRASPORTO, STRUTTURE E IMPIANTI;Call Center;false;5
AMA;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;5
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;AMBIENTE;ANIMALI;Call Center;true;11
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;12
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;5
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;9
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;COMMERCIO E IMPRESA;RUMORI MOLESTI;Call Center;false;1
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;ANAGRAFE E SERVIZI CIVICI;SERVIZI FUNEBRI E CIMITERIALI;Call Center;false;
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;AMBIENTE;AREE VERDI E PARCHI PUBBLICI;Call Center;false;14
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;6
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
MUNICIPIO V;2026;10/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Email To Case;false;5
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Call Center;false;15
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;AMBIENTE;AREE VERDI E PARCHI PUBBLICI;Call Center;false;2
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
MUNICIPIO IX;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;9
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
DIPARTIMENTO SVILUPPO ECONOMICO E ATTIVITA’ PRODUTTIVE;2026;10/03/2026;Segnalazione;COMMERCIO E IMPRESA;SERVIZI ON LINE PER LE IMPRESE;CDC;false;
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;AMBIENTE;SPECIE INFESTANTI E SINANTROPE;Call Center;false;8
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
MUNICIPIO IX;2026;10/03/2026;Reclamo;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;9
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;AMBIENTE;ALTRI SERVIZI AMBIENTE;Call Center;false;
MUNICIPIO II;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Email To Case;false;2
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;PRONTO INTERVENTO E PERICOLO IMMEDIATO;Call Center;false;2
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;6
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE;Call Center;false;9
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;AMBIENTE;RAMI PERICOLANTI E POTATURE ALBERI;Call Center;false;10
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Call Center;false;
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;10
MUNICIPIO XV;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;15
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;1
MUNICIPIO XIV;2026;10/03/2026;Reclamo;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;14
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;15
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;1
ROMA SERVIZI PER LA MOBILITA’;2026;10/03/2026;Segnalazione;MOBILITA E TRASPORTI;MOBILITA SOSTENIBILE E STRATEGIE DEL TRASPORTO PUBBLICO;CDC;false;
CHIAMAROMA 060606;2026;10/03/2026;Reclamo;MOBILITA E TRASPORTI;FREQUENZA E ORARI;Call Center;false;
DIPARTIMENTO TUTELA AMBIENTALE;2026;10/03/2026;Segnalazione;AMBIENTE;RAMI PERICOLANTI E POTATURE ALBERI;URP;false;7
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;10
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;AMBIENTE;RAMI PERICOLANTI E POTATURE ALBERI;Call Center;false;9
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;AMBIENTE;RAMI PERICOLANTI E POTATURE ALBERI;Call Center;false;7
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;2
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Call Center;false;12
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;15
BACK OFFICE ROMA CAPITALE;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;11
BACK OFFICE ROMA CAPITALE;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;11
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
BACK OFFICE ROMA CAPITALE;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;11
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;AMBIENTE;SPECIE INFESTANTI E SINANTROPE;Call Center;false;7
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;3
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;AMBIENTE;RAMI PERICOLANTI E POTATURE ALBERI;Call Center;false;9
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;6
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SERVIZI MUNICIPALI;ALTRI SERVIZI MUNICIPALI;Call Center;false;
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Call Center;false;2
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Call Center;false;14
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;INSEDIAMENTO ABUSIVO;Call Center;false;10
DIPARTIMENTO TUTELA AMBIENTALE;2026;10/03/2026;Segnalazione;AMBIENTE;AREE VERDI E PARCHI PUBBLICI;URP;false;1
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
CHIAMAROMA 060606;2026;10/03/2026;Reclamo;TRIBUTI E CONTRAVVENZIONI;PORTALE PAGAMENTI;Call Center;false;
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;PRONTO INTERVENTO E PERICOLO IMMEDIATO;Call Center;false;4
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;12
CHIAMAROMA 060606;2026;10/03/2026;Reclamo;ANAGRAFE E SERVIZI CIVICI;SERVIZI FUNEBRI E CIMITERIALI;Call Center;false;
DIPARTIMENTO INFRASTRUTTURE E LAVORI PUBBLICI;2026;10/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;CDC;false;9
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;5
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Call Center;false;
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;3
DIPARTIMENTO DECENTRAMENTO E SERVIZI DELEGATI;2026;10/03/2026;Reclamo;ANAGRAFE E SERVIZI CIVICI;PORTALE ANAGRAFICO;CDC;false;
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;10
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;12
POLIZIA LOCALE DI ROMA CAPITALE;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;4
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;10/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
MUNICIPIO IX;2026;10/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Email To Case;false;9
CHIAMAROMA 060606;2026;10/03/2026;Segnalazione;ANAGRAFE E SERVIZI CIVICI;SERVIZI FUNEBRI E CIMITERIALI;Call Center;false;
